type,id,topicId,text_de,text_en,answer0_de,answer0_en,answer1_de,answer1_en,answer2_de,answer2_en,answer3_de,answer3_en,explanation_de,explanation_en
state:NW,"NW004","state","Ab welchem Alter darf man in Nordrhein-Westfalen bei Kommunalwahlen wählen?","Ab welchem Alter darf man in Nordrhein-Westfalen bei Kommunalwahlen wählen?","14","14","16","16","18","18","20","20","In Nordrhein-Westfalen dürfen Bürgerinnen und Bürger ab 16 Jahren bei Kommunalwahlen wählen.","In Nordrhein-Westfalen dürfen Bürgerinnen und Bürger ab 16 Jahren bei Kommunalwahlen wählen."
state:NW,"NW005","state","Welche Farben hat die Landesflagge von Nordrhein-Westfalen?","Welche Farben hat die Landesflagge von Nordrhein-Westfalen?","rot-weiß","rot-weiß","grün-weiß-rot","grün-weiß-rot","schwarz-gold","schwarz-gold","blau-weiß-rot","blau-weiß-rot","Die Landesflagge Nordrhein-Westfalens hat die Farben Grün, Weiß und Rot.","Die Landesflagge Nordrhein-Westfalens hat die Farben Grün, Weiß und Rot."
state:NW,"NW006","state","Wo können Sie sich in Nordrhein-Westfalen über politische Themen informieren?","Wo können Sie sich in Nordrhein-Westfalen über politische Themen informieren?","bei den Kirchen","bei den Kirchen","beim Ordnungsamt der Gemeinde","beim Ordnungsamt der Gemeinde","bei der Verbraucherzentrale","bei der Verbraucherzentrale","bei der Landeszentrale für politische Bildung","bei der Landeszentrale für politische Bildung","Die Landeszentrale für politische Bildung Nordrhein-Westfalen bietet Informationen zu Politik und Gesellschaft.","Die Landeszentrale für politische Bildung Nordrhein-Westfalen bietet Informationen zu Politik und Gesellschaft."
state:NW,"NW007","state","Die Landeshauptstadt von Nordrhein-Westfalen heißt …","Die Landeshauptstadt von Nordrhein-Westfalen heißt …","Köln.","Köln.","Bonn.","Bonn.","Düsseldorf.","Düsseldorf.","Dortmund.","Dortmund.","Düsseldorf ist die Landeshauptstadt und Regierungssitz des Bundeslandes Nordrhein-Westfalen.","Düsseldorf ist die Landeshauptstadt und Regierungssitz des Bundeslandes Nordrhein-Westfalen."
state:NW,"NW008","state","Welches Bundesland ist Nordrhein-Westfalen?","Welches Bundesland ist Nordrhein-Westfalen?","1","1","2","2","3","3","4","4","Auf der Deutschlandkarte ist Nordrhein-Westfalen im Westen (Nr. 3) markiert.","Auf der Deutschlandkarte ist Nordrhein-Westfalen im Westen (Nr. 3) markiert."
state:NW,"NW009","state","Wie nennt man die Regierungschefin/den Regierungschef in Nordrhein-Westfalen?","Wie nennt man die Regierungschefin/den Regierungschef in Nordrhein-Westfalen?","Erste Ministerin/Erster Minister","Erste Ministerin/Erster Minister","Premierministerin/Premierminister","Premierministerin/Premierminister","Bürgermeisterin/Bürgermeister","Bürgermeisterin/Bürgermeister","Ministerpräsidentin/Ministerpräsident","Ministerpräsidentin/Ministerpräsident","Der Regierungschef eines Bundeslandes heißt Ministerpräsident bzw. Ministerpräsidentin.","Der Regierungschef eines Bundeslandes heißt Ministerpräsident bzw. Ministerpräsidentin."
state:NW,"NW010","state","Welche Ministerin/welchen Minister hat Nordrhein-Westfalen nicht?","Welche Ministerin/welchen Minister hat Nordrhein-Westfalen nicht?","Justizministerin/Justizminister","Justizministerin/Justizminister","Außenministerin/Außenminister","Außenministerin/Außenminister","Finanzministerin/Finanzminister","Finanzministerin/Finanzminister","Innenministerin/Innenminister","Innenministerin/Innenminister","Außenpolitik ist Aufgabe des Bundes; Nordrhein-Westfalen hat keine Außenministerin bzw. keinen Außenminister.","Außenpolitik ist Aufgabe des Bundes; Nordrhein-Westfalen hat keine Außenministerin bzw. keinen Außenminister."
state:RP,"RP001","state","Welches Wappen gehört zum Bundesland Rheinland-Pfalz?","Welches Wappen gehört zum Bundesland Rheinland-Pfalz?","Bild 1","Bild 1","Bild 2","Bild 2","Bild 3","Bild 3","Bild 4","Bild 4","Das Wappen Rheinland-Pfalz zeigt das Mainzer Rad, das Trierer Kreuz und den Pfälzer Löwen (Bild 1).","Das Wappen Rheinland-Pfalz zeigt das Mainzer Rad, das Trierer Kreuz und den Pfälzer Löwen (Bild 1)."
state:RP,"RP002","state","Welches ist ein Landkreis in Rheinland-Pfalz?","Welches ist ein Landkreis in Rheinland-Pfalz?","Westerwaldkreis","Westerwaldkreis","Altötting","Altötting","Emsland","Emsland","Prignitz","Prignitz","Der Westerwaldkreis liegt im Nordosten von Rheinland-Pfalz.","Der Westerwaldkreis liegt im Nordosten von Rheinland-Pfalz."
state:RP,"RP003","state","Für wie viele Jahre wird der Landtag in Rheinland-Pfalz gewählt?","Für wie viele Jahre wird der Landtag in Rheinland-Pfalz gewählt?","3","3","4","4","5","5","6","6","Die Wahlperiode des Landtags von Rheinland-Pfalz beträgt 5 Jahre.","Die Wahlperiode des Landtags von Rheinland-Pfalz beträgt 5 Jahre."
state:RP,"RP004","state","Ab welchem Alter darf man in Rheinland-Pfalz bei Kommunalwahlen wählen?","Ab welchem Alter darf man in Rheinland-Pfalz bei Kommunalwahlen wählen?","14","14","16","16","18","18","20","20","In Rheinland-Pfalz dürfen Bürgerinnen und Bürger ab 16 Jahren an Kommunalwahlen teilnehmen.","In Rheinland-Pfalz dürfen Bürgerinnen und Bürger ab 16 Jahren an Kommunalwahlen teilnehmen."
state:RP,"RP005","state","Welche Farben hat die Landesflagge von Rheinland-Pfalz?","Welche Farben hat die Landesflagge von Rheinland-Pfalz?","weiß-rot","weiß-rot","schwarz-rot-gold","schwarz-rot-gold","schwarz-gelb","schwarz-gelb","grün-weiß-rot","grün-weiß-rot","Die Landesflagge Rheinland-Pfalz zeigt die Farben Schwarz-Rot-Gold mit dem Landeswappen.","Die Landesflagge Rheinland-Pfalz zeigt die Farben Schwarz-Rot-Gold mit dem Landeswappen."
state:RP,"RP006","state","Wo können Sie sich in Rheinland-Pfalz über politische Themen informieren?","Wo können Sie sich in Rheinland-Pfalz über politische Themen informieren?","bei den Kirchen","bei den Kirchen","bei der Verbraucherzentrale","bei der Verbraucherzentrale","beim Ordnungsamt der Gemeinde","beim Ordnungsamt der Gemeinde","bei der Landeszentrale für politische Bildung","bei der Landeszentrale für politische Bildung","Die Landeszentrale für politische Bildung Rheinland-Pfalz bietet Informationen über Politik und Geschichte.","Die Landeszentrale für politische Bildung Rheinland-Pfalz bietet Informationen über Politik und Geschichte."
state:RP,"RP007","state","Die Landeshauptstadt von Rheinland-Pfalz heißt …","Die Landeshauptstadt von Rheinland-Pfalz heißt …","Mainz.","Mainz.","Kaiserslautern.","Kaiserslautern.","Ludwigshafen.","Ludwigshafen.","Koblenz.","Koblenz.","Mainz ist die Landeshauptstadt und Regierungssitz von Rheinland-Pfalz.","Mainz ist die Landeshauptstadt und Regierungssitz von Rheinland-Pfalz."
state:RP,"RP008","state","Welches Bundesland ist Rheinland-Pfalz?","Welches Bundesland ist Rheinland-Pfalz?","1","1","2","2","3","3","4","4","Auf der Deutschlandkarte ist Rheinland-Pfalz im Westen (Nr. 1) markiert.","Auf der Deutschlandkarte ist Rheinland-Pfalz im Westen (Nr. 1) markiert."
state:RP,"RP009","state","Wie nennt man die Regierungschefin/den Regierungschef in Rheinland-Pfalz?","Wie nennt man die Regierungschefin/den Regierungschef in Rheinland-Pfalz?","Erste Ministerin/Erster Minister","Erste Ministerin/Erster Minister","Premierministerin/Premierminister","Premierministerin/Premierminister","Bürgermeisterin/Bürgermeister","Bürgermeisterin/Bürgermeister","Ministerpräsidentin/Ministerpräsident","Ministerpräsidentin/Ministerpräsident","Der Regierungschef eines deutschen Bundeslandes heißt Ministerpräsident bzw. Ministerpräsidentin.","Der Regierungschef eines deutschen Bundeslandes heißt Ministerpräsident bzw. Ministerpräsidentin."
state:RP,"RP010","state","Welche Ministerin/welchen Minister hat Rheinland-Pfalz nicht?","Welche Ministerin/welchen Minister hat Rheinland-Pfalz nicht?","Justizministerin/Justizminister","Justizministerin/Justizminister","Außenministerin/Außenminister","Außenministerin/Außenminister","Finanzministerin/Finanzminister","Finanzministerin/Finanzminister","Innenministerin/Innenminister","Innenministerin/Innenminister","Außenpolitik ist Aufgabe des Bundes; Rheinland-Pfalz hat keine Außenministerin bzw. keinen Außenminister.","Außenpolitik ist Aufgabe des Bundes; Rheinland-Pfalz hat keine Außenministerin bzw. keinen Außenminister."
state:SL,"SL001","state","Welches Wappen gehört zum Bundesland Saarland?","Welches Wappen gehört zum Bundesland Saarland?","Bild 1","Bild 1","Bild 2","Bild 2","Bild 3","Bild 3","Bild 4","Bild 4","Das Wappen des Saarlands vereint Symbole der Regionen Nassau, Lothringen, Pfalz-Zweibrücken und Saarbrücken (Bild 4).","Das Wappen des Saarlands vereint Symbole der Regionen Nassau, Lothringen, Pfalz-Zweibrücken und Saarbrücken (Bild 4)."
state:SL,"SL002","state","Welches ist ein Landkreis im Saarland?","Welches ist ein Landkreis im Saarland?","Mecklenburgische Seenplatte","Mecklenburgische Seenplatte","Altötting","Altötting","Neunkirchen","Neunkirchen","Rhein-Sieg-Kreis","Rhein-Sieg-Kreis","Der Landkreis Neunkirchen liegt im Saarland.","Der Landkreis Neunkirchen liegt im Saarland."
state:SL,"SL003","state","Für wie viele Jahre wird der Landtag des Saarlandes gewählt?","Für wie viele Jahre wird der Landtag des Saarlandes gewählt?","3","3","4","4","5","5","6","6","Die Wahlperiode des Landtags im Saarland beträgt 5 Jahre.","Die Wahlperiode des Landtags im Saarland beträgt 5 Jahre."
state:SL,"SL004","state","Ab welchem Alter darf man im Saarland bei Kommunalwahlen wählen?","Ab welchem Alter darf man im Saarland bei Kommunalwahlen wählen?","14","14","16","16","18","18","20","20","In Saarland dürfen Bürgerinnen und Bürger ab 16 Jahren an Kommunalwahlen teilnehmen.","In Saarland dürfen Bürgerinnen und Bürger ab 16 Jahren an Kommunalwahlen teilnehmen."
state:SL,"SL005","state","Welche Farben hat die Landesflagge des Saarlandes?","Welche Farben hat die Landesflagge des Saarlandes?","weiß-blau","weiß-blau","schwarz-rot-gold","schwarz-rot-gold","schwarz-gelb","schwarz-gelb","grün-weiß-rot","grün-weiß-rot","Die Landesflagge des Saarlandes zeigt die Farben Schwarz-Rot-Gold mit dem Landeswappen.","Die Landesflagge des Saarlandes zeigt die Farben Schwarz-Rot-Gold mit dem Landeswappen."
state:SL,"SL006","state","Wo können Sie sich im Saarland über politische Themen informieren?","Wo können Sie sich im Saarland über politische Themen informieren?","bei den Kirchen","bei den Kirchen","bei der Landeszentrale für politische Bildung","bei der Landeszentrale für politische Bildung","bei der Verbraucherzentrale","bei der Verbraucherzentrale","beim Ordnungsamt der Gemeinde","beim Ordnungsamt der Gemeinde","Die Landeszentrale für politische Bildung Saarland bietet Informationen über Politik, Geschichte und Demokratie an.","Die Landeszentrale für politische Bildung Saarland bietet Informationen über Politik, Geschichte und Demokratie an."
state:SL,"SL007","state","Die Landeshauptstadt des Saarlandes heißt …","Die Landeshauptstadt des Saarlandes heißt …","Neunkirchen.","Neunkirchen.","Homburg.","Homburg.","Saarbrücken.","Saarbrücken.","Völklingen.","Völklingen.","Saarbrücken ist die Landeshauptstadt und Regierungssitz des Saarlandes.","Saarbrücken ist die Landeshauptstadt und Regierungssitz des Saarlandes."
state:SL,"SL008","state","Welches Bundesland ist das Saarland?","Welches Bundesland ist das Saarland?","1","1","2","2","3","3","4","4","Auf der Deutschlandkarte ist das Saarland im Südwesten (Nr. 2) markiert.","Auf der Deutschlandkarte ist das Saarland im Südwesten (Nr. 2) markiert."
state:SL,"SL009","state","Wie nennt man die Regierungschefin/den Regierungschef des Saarlandes?","Wie nennt man die Regierungschefin/den Regierungschef des Saarlandes?","Erste Ministerin/Erster Minister","Erste Ministerin/Erster Minister","Premierministerin/Premierminister","Premierministerin/Premierminister","Bürgermeisterin/Bürgermeister","Bürgermeisterin/Bürgermeister","Ministerpräsidentin/Ministerpräsident","Ministerpräsidentin/Ministerpräsident","Der Regierungschef eines deutschen Bundeslandes heißt Ministerpräsident bzw. Ministerpräsidentin.","Der Regierungschef eines deutschen Bundeslandes heißt Ministerpräsident bzw. Ministerpräsidentin."
state:SL,"SL010","state","Welche Ministerin/welchen Minister hat das Saarland nicht?","Welche Ministerin/welchen Minister hat das Saarland nicht?","Justizministerin/Justizminister","Justizministerin/Justizminister","Außenministerin/Außenminister","Außenministerin/Außenminister","Finanzministerin/Finanzminister","Finanzministerin/Finanzminister","Innenministerin/Innenminister","Innenministerin/Innenminister","Außenpolitik ist Aufgabe des Bundes; das Saarland hat keine Außenministerin bzw. keinen Außenminister.","Außenpolitik ist Aufgabe des Bundes; das Saarland hat keine Außenministerin bzw. keinen Außenminister."
state:SN,"SN001","state","Welches Wappen gehört zum Freistaat Sachsen?","Welches Wappen gehört zum Freistaat Sachsen?","Bild 1","Bild 1","Bild 2","Bild 2","Bild 3","Bild 3","Bild 4","Bild 4","Das Wappen Sachsens zeigt einen schwarz-gold gestreiften Schild mit grünem Rautenkranz (Bild 4).","Das Wappen Sachsens zeigt einen schwarz-gold gestreiften Schild mit grünem Rautenkranz (Bild 4)."
state:SN,"SN002","state","Welches ist ein Landkreis in Sachsen?","Welches ist ein Landkreis in Sachsen?","Vogtlandkreis","Vogtlandkreis","Altötting","Altötting","Uckermark","Uckermark","Nordfriesland","Nordfriesland","Der Vogtlandkreis liegt im Südwesten des Freistaats Sachsen.","Der Vogtlandkreis liegt im Südwesten des Freistaats Sachsen."
state:SN,"SN003","state","Für wie viele Jahre wird der Landtag in Sachsen gewählt?","Für wie viele Jahre wird der Landtag in Sachsen gewählt?","3","3","4","4","5","5","6","6","Die Wahlperiode des Sächsischen Landtags beträgt 5 Jahre.","Die Wahlperiode des Sächsischen Landtags beträgt 5 Jahre."
state:SN,"SN004","state","Ab welchem Alter darf man in Sachsen bei Kommunalwahlen wählen?","Ab welchem Alter darf man in Sachsen bei Kommunalwahlen wählen?","14","14","16","16","18","18","20","20","In Sachsen dürfen Bürgerinnen und Bürger ab 16 Jahren an Kommunalwahlen teilnehmen.","In Sachsen dürfen Bürgerinnen und Bürger ab 16 Jahren an Kommunalwahlen teilnehmen."
state:SN,"SN005","state","Welche Farben hat die Landesflagge von Sachsen?","Welche Farben hat die Landesflagge von Sachsen?","blau-weiß-rot","blau-weiß-rot","weiß-grün","weiß-grün","grün-weiß-rot","grün-weiß-rot","schwarz-gelb","schwarz-gelb","Die Landesflagge Sachsens hat die Farben Weiß und Grün.","Die Landesflagge Sachsens hat die Farben Weiß und Grün."
state:SN,"SN006","state","Wo können Sie sich in Sachsen über politische Themen informieren?","Wo können Sie sich in Sachsen über politische Themen informieren?","bei der Landeszentrale für politische Bildung","bei der Landeszentrale für politische Bildung","beim Ordnungsamt der Gemeinde","beim Ordnungsamt der Gemeinde","bei den Kirchen","bei den Kirchen","bei der Verbraucherzentrale","bei der Verbraucherzentrale","Die Landeszentrale für politische Bildung Sachsen bietet Informationen über Politik und Gesellschaft.","Die Landeszentrale für politische Bildung Sachsen bietet Informationen über Politik und Gesellschaft."
state:SN,"SN007","state","Die Landeshauptstadt von Sachsen heißt …","Die Landeshauptstadt von Sachsen heißt …","Leipzig.","Leipzig.","Dresden.","Dresden.","Chemnitz.","Chemnitz.","Zwickau.","Zwickau.","Dresden ist die Landeshauptstadt des Freistaats Sachsen.","Dresden ist die Landeshauptstadt des Freistaats Sachsen."
state:SN,"SN008","state","Welches Bundesland ist Sachsen?","Welches Bundesland ist Sachsen?","1","1","2","2","3","3","4","4","Auf der Deutschlandkarte ist Sachsen im Osten (Nr. 4) markiert.","Auf der Deutschlandkarte ist Sachsen im Osten (Nr. 4) markiert."
state:SN,"SN009","state","Wie nennt man die Regierungschefin/den Regierungschef in Sachsen?","Wie nennt man die Regierungschefin/den Regierungschef in Sachsen?","Erste Ministerin/Erster Minister","Erste Ministerin/Erster Minister","Premierministerin/Premierminister","Premierministerin/Premierminister","Bürgermeisterin/Bürgermeister","Bürgermeisterin/Bürgermeister","Ministerpräsidentin/Ministerpräsident","Ministerpräsidentin/Ministerpräsident","Der Regierungschef eines Bundeslandes heißt Ministerpräsident bzw. Ministerpräsidentin.","Der Regierungschef eines Bundeslandes heißt Ministerpräsident bzw. Ministerpräsidentin."
state:SN,"SN010","state","Welche Ministerin/welchen Minister hat Sachsen nicht?","Welche Ministerin/welchen Minister hat Sachsen nicht?","Justizministerin/Justizminister","Justizministerin/Justizminister","Außenministerin/Außenminister","Außenministerin/Außenminister","Finanzministerin/Finanzminister","Finanzministerin/Finanzminister","Innenministerin/Innenminister","Innenministerin/Innenminister","Außenpolitik ist Aufgabe des Bundes; Sachsen hat keine Außenministerin bzw. keinen Außenminister.","Außenpolitik ist Aufgabe des Bundes; Sachsen hat keine Außenministerin bzw. keinen Außenminister."
